,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
11566,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11567,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11568,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11569,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11570,18-24,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
11571,18-24,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
11572,18-24,Combination,Sensitivity,Medium,"Niacinamide,Phytosphingosine"
11573,18-24,Combination,Sensitivity,Medium,"Niacinamide,Phytosphingosine"
11574,18-24,Oily,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
11575,18-24,Oily,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
11576,25-34,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11577,25-34,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11578,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11579,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11580,25-34,Normal,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11581,25-34,Normal,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11582,35-44,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11583,35-44,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11584,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11585,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11586,25-34,Combination,Dark circles,Porcelain,"Niacinamide,Phytosphingosine"
11587,25-34,Combination,Dark circles,Porcelain,"Niacinamide,Phytosphingosine"
11588,35-44,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11589,35-44,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11590,18-24,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11591,18-24,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11592,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11593,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11594,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11595,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11596,18-24,Normal,Acne,Tan,"Niacinamide,Phytosphingosine"
11597,18-24,Normal,Acne,Tan,"Niacinamide,Phytosphingosine"
11598,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11599,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11600,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11601,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11602,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11603,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11604,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11605,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11606,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11607,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11608,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11609,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11610,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11611,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11612,25-34,Dry,Acne,Tan,"Niacinamide,Phytosphingosine"
11613,25-34,Dry,Acne,Tan,"Niacinamide,Phytosphingosine"
11614,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11615,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11616,13-17,Dry,Redness,Light,"Niacinamide,Phytosphingosine"
11617,13-17,Dry,Redness,Light,"Niacinamide,Phytosphingosine"
11618,18-24,Combination,Dullness,Light,"Niacinamide,Phytosphingosine"
11619,18-24,Combination,Dullness,Light,"Niacinamide,Phytosphingosine"
11620,35-44,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11621,35-44,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11622,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11623,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11624,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11625,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11626,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11627,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11628,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11629,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11630,18-24,Normal,Dullness,Medium,"Niacinamide,Phytosphingosine"
11631,18-24,Normal,Dullness,Medium,"Niacinamide,Phytosphingosine"
11632,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11633,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11634,18-24,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11635,18-24,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11636,25-34,Dry,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
11637,25-34,Dry,Sensitivity,Tan,"Niacinamide,Phytosphingosine"
11638,18-24,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11639,18-24,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11640,35-44,Dry,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11641,35-44,Dry,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11642,55-120,Normal,Dullness,Light,"Niacinamide,Phytosphingosine"
11643,55-120,Normal,Dullness,Light,"Niacinamide,Phytosphingosine"
11644,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11645,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11646,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11647,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11648,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11649,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11650,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11651,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11652,18-24,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
11653,18-24,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
11654,18-24,Dry,Sensitivity,Porcelain,"Niacinamide,Phytosphingosine"
11655,18-24,Dry,Sensitivity,Porcelain,"Niacinamide,Phytosphingosine"
11656,13-17,Combination,Dark circles,Olive,"Niacinamide,Phytosphingosine"
11657,13-17,Combination,Dark circles,Olive,"Niacinamide,Phytosphingosine"
11658,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11659,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11660,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11661,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11662,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11663,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11664,25-34,Oily,Aging,Light,"Niacinamide,Phytosphingosine"
11665,25-34,Oily,Aging,Light,"Niacinamide,Phytosphingosine"
11666,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11667,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11668,18-24,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11669,18-24,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11670,18-24,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
11671,18-24,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
11672,55-120,Normal,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11673,55-120,Normal,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11674,13-17,Normal,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11675,13-17,Normal,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11676,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11677,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11678,25-34,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11679,25-34,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
11680,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11681,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11682,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11683,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11684,25-34,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
11685,25-34,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
11686,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11687,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11688,25-34,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
11689,25-34,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
11690,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11691,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11692,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11693,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11694,25-34,Combination,Cuticles,Medium,"Niacinamide,Phytosphingosine"
11695,25-34,Combination,Cuticles,Medium,"Niacinamide,Phytosphingosine"
11696,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11697,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11698,25-34,Dry,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11699,25-34,Dry,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11700,25-34,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
11701,25-34,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
11702,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11703,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11704,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11705,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11706,18-24,Dry,Dark circles,Light,"Niacinamide,Phytosphingosine"
11707,18-24,Dry,Dark circles,Light,"Niacinamide,Phytosphingosine"
11708,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11709,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11710,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11711,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
11712,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11713,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11714,55-120,Dry,Dark circles,Olive,"Niacinamide,Phytosphingosine"
11715,55-120,Dry,Dark circles,Olive,"Niacinamide,Phytosphingosine"
11716,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11717,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11718,18-24,Oily,Acne,Fair,"Niacinamide,Phytosphingosine"
11719,18-24,Oily,Acne,Fair,"Niacinamide,Phytosphingosine"
11720,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11721,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11722,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11723,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11724,13-17,Combination,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11725,13-17,Combination,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11726,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11727,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11728,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11729,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11730,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11731,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11732,25-34,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11733,25-34,Combination,Dark circles,Fair,"Niacinamide,Phytosphingosine"
11734,18-24,Dry,Acne,Olive,"Niacinamide,Phytosphingosine"
11735,18-24,Dry,Acne,Olive,"Niacinamide,Phytosphingosine"
11736,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11737,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11738,25-34,Normal,Redness,Olive,"Niacinamide,Phytosphingosine"
11739,25-34,Normal,Redness,Olive,"Niacinamide,Phytosphingosine"
11740,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11741,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11742,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11743,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11744,25-34,Oily,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11745,25-34,Oily,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11746,25-34,Normal,Aging,Tan,"Niacinamide,Phytosphingosine"
11747,25-34,Normal,Aging,Tan,"Niacinamide,Phytosphingosine"
11748,25-34,Dry,Aging,Olive,"Niacinamide,Phytosphingosine"
11749,25-34,Dry,Aging,Olive,"Niacinamide,Phytosphingosine"
11750,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11751,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11752,25-34,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11753,25-34,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11754,18-24,Combination,Dullness,Olive,"Niacinamide,Phytosphingosine"
11755,18-24,Combination,Dullness,Olive,"Niacinamide,Phytosphingosine"
11756,18-24,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
11757,18-24,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
11758,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11759,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11760,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11761,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11762,25-34,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
11763,25-34,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
11764,25-34,Dry,Blackheads,Light,"Niacinamide,Phytosphingosine"
11765,25-34,Dry,Blackheads,Light,"Niacinamide,Phytosphingosine"
11766,35-44,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11767,35-44,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11768,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11769,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11770,25-34,Combination,Sun damage,Medium,"Niacinamide,Phytosphingosine"
11771,25-34,Combination,Sun damage,Medium,"Niacinamide,Phytosphingosine"
11772,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11773,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11774,25-34,Dry,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11775,25-34,Dry,Dark circles,Dark,"Niacinamide,Phytosphingosine"
11776,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11777,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11778,25-34,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11779,25-34,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11780,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11781,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11782,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11783,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11784,18-24,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11785,18-24,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11786,45-54,Normal,Cellulite,Fair,"Niacinamide,Phytosphingosine"
11787,45-54,Normal,Cellulite,Fair,"Niacinamide,Phytosphingosine"
11788,55-120,Combination,Blackheads,Tan,"Niacinamide,Phytosphingosine"
11789,55-120,Combination,Blackheads,Tan,"Niacinamide,Phytosphingosine"
11790,25-34,Combination,Uneven skin tones,Olive,"Niacinamide,Phytosphingosine"
11791,25-34,Combination,Uneven skin tones,Olive,"Niacinamide,Phytosphingosine"
11792,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11793,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11794,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11795,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11796,18-24,Dry,Redness,Light,"Niacinamide,Phytosphingosine"
11797,18-24,Dry,Redness,Light,"Niacinamide,Phytosphingosine"
11798,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11799,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11800,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11801,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
11802,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11803,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
11804,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11805,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11806,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11807,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11808,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11809,35-44,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11810,18-24,Combination,Dullness,Tan,"Niacinamide,Phytosphingosine"
11811,18-24,Combination,Dullness,Tan,"Niacinamide,Phytosphingosine"
11812,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11813,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
11814,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11815,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
11816,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11817,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11818,18-24,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11819,18-24,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11820,55-120,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11821,55-120,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11822,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11823,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11824,25-34,Dry,Aging,Ebony,"Niacinamide,Phytosphingosine"
11825,25-34,Dry,Aging,Ebony,"Niacinamide,Phytosphingosine"
11826,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11827,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11828,55-120,Dry,Acne,Deep,"Niacinamide,Phytosphingosine"
11829,55-120,Dry,Acne,Deep,"Niacinamide,Phytosphingosine"
11830,25-34,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11831,25-34,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11832,25-34,Dry,Dullness,Olive,"Niacinamide,Phytosphingosine"
11833,25-34,Dry,Dullness,Olive,"Niacinamide,Phytosphingosine"
11834,18-24,Dry,Aging,Tan,"Niacinamide,Phytosphingosine"
11835,18-24,Dry,Aging,Tan,"Niacinamide,Phytosphingosine"
11836,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11837,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11838,18-24,Dry,Blackheads,Light,"Niacinamide,Phytosphingosine"
11839,18-24,Dry,Blackheads,Light,"Niacinamide,Phytosphingosine"
11840,55-120,Dry,Redness,Fair,"Niacinamide,Phytosphingosine"
11841,55-120,Dry,Redness,Fair,"Niacinamide,Phytosphingosine"
11842,18-24,Dry,Dullness,Porcelain,"Niacinamide,Phytosphingosine"
11843,18-24,Dry,Dullness,Porcelain,"Niacinamide,Phytosphingosine"
11844,55-120,Combination,Pores,Medium,"Niacinamide,Phytosphingosine"
11845,55-120,Combination,Pores,Medium,"Niacinamide,Phytosphingosine"
11846,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11847,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11848,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11849,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
11850,18-24,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
11851,18-24,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
11852,25-34,Oily,Acne,Dark,"Niacinamide,Phytosphingosine"
11853,25-34,Oily,Acne,Dark,"Niacinamide,Phytosphingosine"
11854,25-34,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
11855,25-34,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
11856,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11857,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11858,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11859,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11860,25-34,Combination,Dullness,Light,"Niacinamide,Phytosphingosine"
11861,25-34,Combination,Dullness,Light,"Niacinamide,Phytosphingosine"
11862,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11863,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11864,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11865,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
11866,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11867,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
11868,18-24,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11869,18-24,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
11870,25-34,Dry,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11871,25-34,Dry,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11872,45-54,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
11873,45-54,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
11874,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11875,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11876,25-34,Oily,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11877,25-34,Oily,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11878,18-24,Normal,Aging,Olive,"Niacinamide,Phytosphingosine"
11879,18-24,Normal,Aging,Olive,"Niacinamide,Phytosphingosine"
11880,18-24,Normal,Acne,Deep,"Niacinamide,Phytosphingosine"
11881,18-24,Normal,Acne,Deep,"Niacinamide,Phytosphingosine"
11882,25-34,Combination,Dark circles,Light,"Niacinamide,Phytosphingosine"
11883,25-34,Combination,Dark circles,Light,"Niacinamide,Phytosphingosine"
11884,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11885,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
11886,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11887,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
11888,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11889,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11890,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11891,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
11892,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11893,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11894,18-24,Combination,Acne,Dark,"Niacinamide,Phytosphingosine"
11895,18-24,Combination,Acne,Dark,"Niacinamide,Phytosphingosine"
11896,18-24,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11897,18-24,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
11898,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11899,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11900,13-17,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
11901,13-17,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
11902,13-17,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11903,13-17,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
11904,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11905,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11906,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11907,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11908,18-24,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
11909,18-24,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
11910,13-17,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11911,13-17,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
11912,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11913,25-34,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
11914,25-34,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11915,25-34,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
11916,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11917,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11918,25-34,Combination,Cellulite,Medium,"Niacinamide,Phytosphingosine"
11919,25-34,Combination,Cellulite,Medium,"Niacinamide,Phytosphingosine"
11920,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11921,25-34,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
11922,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11923,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11924,18-24,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11925,18-24,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
11926,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11927,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
11928,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11929,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
11930,18-24,Oily,Dark circles,Light,"Niacinamide,Phytosphingosine"
11931,18-24,Oily,Dark circles,Light,"Niacinamide,Phytosphingosine"
11932,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11933,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
11934,18-24,Combination,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11935,18-24,Combination,Sensitivity,Light,"Niacinamide,Phytosphingosine"
11936,18-24,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
11937,18-24,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
11938,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
