,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
87756,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
87757,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87758,55-120,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
87759,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87760,55-120,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87761,18-24,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
87762,18-24,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
87763,25-34,Oily,Acne,Dark,"Niacinamide,Phytosphingosine"
87764,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87765,25-34,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
87766,25-34,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
87767,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87768,18-24,Oily,Aging,Ebony,"Niacinamide,Phytosphingosine"
87769,18-24,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
87770,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87771,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87772,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87773,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87774,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87775,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87776,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87777,18-24,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
87778,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87779,18-24,Oily,Acne,Dark,"Niacinamide,Phytosphingosine"
87780,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87781,25-34,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
87782,25-34,Dry,Dullness,Medium,"Niacinamide,Phytosphingosine"
87783,25-34,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87784,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87785,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87786,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87787,25-34,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87788,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87789,25-34,Combination,Sun damage,Medium,"Niacinamide,Phytosphingosine"
87790,25-34,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
87791,25-34,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
87792,35-44,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87793,35-44,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87794,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87795,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87796,18-24,Oily,Aging,Fair,"Niacinamide,Phytosphingosine"
87797,18-24,Dry,Acne,Tan,"Niacinamide,Phytosphingosine"
87798,25-34,Dry,Sensitivity,Light,"Niacinamide,Phytosphingosine"
87799,13-17,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87800,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
87801,25-34,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
87802,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87803,25-34,Normal,Aging,Olive,"Niacinamide,Phytosphingosine"
87804,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87805,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
87806,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87807,55-120,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
87808,25-34,Combination,Sensitivity,Light,"Niacinamide,Phytosphingosine"
87809,55-120,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87810,13-17,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87811,18-24,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
87812,18-24,Oily,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87813,25-34,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
87814,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
87815,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87816,35-44,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
87817,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
87818,18-24,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
87819,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87820,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87821,25-34,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
87822,25-34,Dry,Blackheads,Olive,"Niacinamide,Phytosphingosine"
87823,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87824,25-34,Combination,Aging,Deep,"Niacinamide,Phytosphingosine"
87825,25-34,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87826,25-34,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
87827,18-24,Dry,Sensitivity,Fair,"Niacinamide,Phytosphingosine"
87828,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87829,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87830,18-24,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
87831,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87832,25-34,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87833,18-24,Oily,Aging,Light,"Niacinamide,Phytosphingosine"
87834,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87835,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
87836,25-34,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87837,18-24,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
87838,25-34,Dry,Dullness,Porcelain,"Niacinamide,Phytosphingosine"
87839,25-34,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
87840,25-34,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
87841,25-34,Dry,Dark circles,Light,"Niacinamide,Phytosphingosine"
87842,18-24,Dry,Acne,Olive,"Niacinamide,Phytosphingosine"
87843,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87844,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87845,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87846,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87847,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87848,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
87849,18-24,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87850,25-34,Combination,Aging,Porcelain,"Niacinamide,Phytosphingosine"
87851,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87852,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87853,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87854,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87855,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87856,45-54,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87857,25-34,Dry,Acne,Medium,"Niacinamide,Phytosphingosine"
87858,25-34,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
87859,13-17,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
87860,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87861,45-54,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87862,18-24,Combination,Aging,Porcelain,"Niacinamide,Phytosphingosine"
87863,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87864,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87865,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
87866,35-44,Normal,Acne,Light,"Niacinamide,Phytosphingosine"
87867,25-34,Normal,Dark circles,Tan,"Niacinamide,Phytosphingosine"
87868,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87869,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87870,13-17,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87871,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87872,18-24,Oily,Dullness,Fair,"Niacinamide,Phytosphingosine"
87873,25-34,Oily,Acne,Olive,"Niacinamide,Phytosphingosine"
87874,18-24,Combination,Redness,Light,"Niacinamide,Phytosphingosine"
87875,25-34,Oily,Acne,Tan,"Niacinamide,Phytosphingosine"
87876,13-17,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87877,13-17,Dry,Aging,Fair,"Niacinamide,Phytosphingosine"
87878,25-34,Dry,Dark circles,Porcelain,"Niacinamide,Phytosphingosine"
87879,25-34,Dry,Aging,Tan,"Niacinamide,Phytosphingosine"
87880,35-44,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
87881,25-34,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
87882,25-34,Combination,Aging,Olive,"Niacinamide,Phytosphingosine"
87883,18-24,Dry,Acne,Tan,"Niacinamide,Phytosphingosine"
87884,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87885,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87886,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87887,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87888,18-24,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
87889,35-44,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87890,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87891,35-44,Combination,Redness,Fair,"Niacinamide,Phytosphingosine"
87892,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87893,18-24,Combination,Blackheads,Olive,"Niacinamide,Phytosphingosine"
87894,25-34,Combination,Aging,Ebony,"Niacinamide,Phytosphingosine"
87895,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87896,35-44,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87897,25-34,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87898,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87899,25-34,Combination,Acne,Dark,"Niacinamide,Phytosphingosine"
87900,18-24,Combination,Dark circles,Medium,"Niacinamide,Phytosphingosine"
87901,25-34,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
87902,45-54,Oily,Dullness,Deep,"Niacinamide,Phytosphingosine"
87903,25-34,Combination,Dark circles,Tan,"Niacinamide,Phytosphingosine"
87904,25-34,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87905,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87906,25-34,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87907,18-24,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87908,18-24,Oily,Aging,Light,"Niacinamide,Phytosphingosine"
87909,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
87910,18-24,Normal,Redness,Porcelain,"Niacinamide,Phytosphingosine"
87911,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87912,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87913,18-24,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
87914,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
87915,25-34,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
87916,18-24,Dry,Aging,Olive,"Niacinamide,Phytosphingosine"
87917,18-24,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87918,25-34,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87919,55-120,Dry,Dullness,Light,"Niacinamide,Phytosphingosine"
87920,18-24,Dry,Dullness,Light,"Niacinamide,Phytosphingosine"
87921,25-34,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
87922,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87923,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87924,18-24,Combination,Aging,Porcelain,"Niacinamide,Phytosphingosine"
87925,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87926,25-34,Combination,Dullness,Fair,"Niacinamide,Phytosphingosine"
87927,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87928,18-24,Combination,Aging,Tan,"Niacinamide,Phytosphingosine"
87929,45-54,Combination,Dullness,Light,"Niacinamide,Phytosphingosine"
87930,25-34,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
87931,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87932,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87933,18-24,Dry,Blackheads,Medium,"Niacinamide,Phytosphingosine"
87934,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87935,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87936,25-34,Dry,Calluses,Deep,"Niacinamide,Phytosphingosine"
87937,18-24,Dry,Dark circles,Light,"Niacinamide,Phytosphingosine"
87938,55-120,Dry,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87939,35-44,Oily,Aging,Olive,"Niacinamide,Phytosphingosine"
87940,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87941,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87942,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87943,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87944,45-54,Combination,Sun damage,Tan,"Niacinamide,Phytosphingosine"
87945,25-34,Dry,Dullness,Porcelain,"Niacinamide,Phytosphingosine"
87946,25-34,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
87947,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
87948,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
87949,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87950,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87951,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87952,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87953,18-24,Dry,Blackheads,Fair,"Niacinamide,Phytosphingosine"
87954,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87955,25-34,Normal,Aging,Tan,"Niacinamide,Phytosphingosine"
87956,18-24,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
87957,55-120,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87958,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87959,18-24,Oily,Aging,Fair,"Niacinamide,Phytosphingosine"
87960,18-24,Oily,Aging,Medium,"Niacinamide,Phytosphingosine"
87961,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87962,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87963,35-44,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87964,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87965,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
87966,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87967,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87968,18-24,Normal,Acne,Fair,"Niacinamide,Phytosphingosine"
87969,18-24,Combination,Blackheads,Medium,"Niacinamide,Phytosphingosine"
87970,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87971,25-34,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87972,25-34,Oily,Cellulite,Medium,"Niacinamide,Phytosphingosine"
87973,25-34,Dry,Dark circles,Light,"Niacinamide,Phytosphingosine"
87974,18-24,Combination,Calluses,Medium,"Niacinamide,Phytosphingosine"
87975,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87976,25-34,Dry,Aging,Tan,"Niacinamide,Phytosphingosine"
87977,18-24,Dry,Dark circles,Medium,"Niacinamide,Phytosphingosine"
87978,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87979,18-24,Combination,Blackheads,Olive,"Niacinamide,Phytosphingosine"
87980,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87981,25-34,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
87982,25-34,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
87983,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
87984,18-24,Combination,Blackheads,Light,"Niacinamide,Phytosphingosine"
87985,18-24,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87986,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
87987,35-44,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87988,25-34,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87989,18-24,Combination,Blackheads,Fair,"Niacinamide,Phytosphingosine"
87990,45-54,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87991,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
87992,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
87993,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
87994,18-24,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
87995,25-34,Normal,Acne,Medium,"Niacinamide,Phytosphingosine"
87996,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
87997,25-34,Combination,Aging,Light,"Niacinamide,Phytosphingosine"
87998,25-34,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
87999,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88000,45-54,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88001,18-24,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
88002,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88003,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
88004,55-120,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88005,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88006,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
88007,13-17,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
88008,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88009,25-34,Combination,Acne,Tan,"Niacinamide,Phytosphingosine"
88010,55-120,Normal,Dullness,Dark,"Niacinamide,Phytosphingosine"
88011,18-24,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
88012,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88013,55-120,Dry,Blackheads,Fair,"Niacinamide,Phytosphingosine"
88014,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
88015,18-24,Dry,Blackheads,Light,"Niacinamide,Phytosphingosine"
88016,18-24,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
88017,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
88018,25-34,Normal,Aging,Fair,"Niacinamide,Phytosphingosine"
88019,55-120,Combination,Dark circles,Dark,"Niacinamide,Phytosphingosine"
88020,45-54,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88021,18-24,Combination,Aging,Medium,"Niacinamide,Phytosphingosine"
88022,25-34,Combination,Blackheads,Tan,"Niacinamide,Phytosphingosine"
88023,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88024,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
88025,18-24,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
88026,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88027,25-34,Combination,Dullness,Medium,"Niacinamide,Phytosphingosine"
88028,25-34,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
88029,18-24,Dry,Acne,Light,"Niacinamide,Phytosphingosine"
88030,25-34,Combination,Acne,Porcelain,"Niacinamide,Phytosphingosine"
88031,18-24,Dry,Acne,Fair,"Niacinamide,Phytosphingosine"
88032,18-24,Dry,Aging,Medium,"Niacinamide,Phytosphingosine"
88033,13-17,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88034,25-34,Normal,Aging,Olive,"Niacinamide,Phytosphingosine"
88035,18-24,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
88036,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88037,25-34,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88038,55-120,Dry,Aging,Deep,"Niacinamide,Phytosphingosine"
88039,18-24,Combination,Acne,Fair,"Niacinamide,Phytosphingosine"
88040,25-34,Dry,Aging,Porcelain,"Niacinamide,Phytosphingosine"
88041,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88042,25-34,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
88043,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88044,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88045,18-24,Combination,Acne,Olive,"Niacinamide,Phytosphingosine"
88046,18-24,Dry,Aging,Light,"Niacinamide,Phytosphingosine"
88047,25-34,Normal,Dullness,Light,"Niacinamide,Phytosphingosine"
88048,25-34,Normal,Aging,Light,"Niacinamide,Phytosphingosine"
88049,25-34,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
88050,35-44,Oily,Acne,Medium,"Niacinamide,Phytosphingosine"
88051,45-54,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88052,18-24,Combination,Aging,Deep,"Niacinamide,Phytosphingosine"
88053,18-24,Normal,Aging,Medium,"Niacinamide,Phytosphingosine"
88054,25-34,Normal,Sensitivity,Medium,"Niacinamide,Phytosphingosine"
88055,35-44,Normal,Blackheads,Medium,"Niacinamide,Phytosphingosine"
88056,25-34,Combination,Aging,Fair,"Niacinamide,Phytosphingosine"
88057,18-24,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88058,25-34,Combination,Acne,Medium,"Niacinamide,Phytosphingosine"
88059,25-34,Combination,Acne,Deep,"Niacinamide,Phytosphingosine"
88060,18-24,Combination,Acne,Light,"Niacinamide,Phytosphingosine"
88061,25-34,Oily,Acne,Light,"Niacinamide,Phytosphingosine"
